Record	Species	Country	Locality	Latitude Y	Longitude X	Reliability	host	year	authority
249	Amblyomma cohaerens	DR Congo (former Zaire)	Kilomines (lapa forest)	1.8	30.21666667	A1	buffalo	"1930, 1931"	39
250	Amblyomma cohaerens	DR Congo (former Zaire)	Kimboko	-0.833333333	29.41666667	A1	Syncerus caffer	1935	39
251	Amblyomma cohaerens	DR Congo (former Zaire)	Kindu	-2.95	25.93333333	A1	buffalo	before 1966	39
252	Amblyomma cohaerens	DR Congo (former Zaire)	Kivu	-2.5	28	G3	not individually recorded	before 1962	193
253	Amblyomma cohaerens	DR Congo (former Zaire)	Kongolo	-5.433333333	25.86666667	A1	buffalo	1910	39
254	Amblyomma cohaerens	DR Congo (former Zaire)	Lake Lukuga	-5.666666667	27.25	A1	not recorded	1937	39
255	Amblyomma cohaerens	DR Congo (former Zaire)	Logo	2.166666667	30.91666667	A1	cattle	1930	39
256	Amblyomma cohaerens	DR Congo (former Zaire)	Lokandu	-2.533333333	25.8	A1	cattle	1939	39
257	Amblyomma cohaerens	DR Congo (former Zaire)	Mahagi (Matanga)	2.3	30.98333333	G1	black buffalo	before 1966	39
258	Amblyomma cohaerens	DR Congo (former Zaire)	Mai Ivwi	-1.166666667	29.5	A1	Syncerus caffer	1927	39
259	Amblyomma cohaerens	DR Congo (former Zaire)	Maniema	-1.183333333	28.61666667	G1	not individually recorded	before 1962	193
260	Amblyomma cohaerens	DR Congo (former Zaire)	Mendu	3.266666667	29.35	A1	buffalo	1951	39
261	Amblyomma cohaerens	DR Congo (former Zaire)	Mongbwalu	1.966666667	30.01666667	A1	buffalo	1938	39
262	Amblyomma cohaerens	DR Congo (former Zaire)	Mpenga-Gomba	4.1	22.28333333	G1	not recorded (probably buffalo)	1926-1927	12
263	Amblyomma cohaerens	DR Congo (former Zaire)	Mt. Rona	2.366666667	30.66666667	A1	not recorded	1952	39
264	Amblyomma cohaerens	DR Congo (former Zaire)	Mutangwa (W. Ruwenzori)	0.333333333	29.78333333	A1	not recorded	1932	39
265	Amblyomma cohaerens	DR Congo (former Zaire)	Nioka	2.166666667	30.68333333	A1	ox	1951	39
266	Amblyomma cohaerens	DR Congo (former Zaire)	Rutshuru	-1.166666667	29.5	A1	Hylochoerus	1937	39
267	Amblyomma cohaerens	DR Congo (former Zaire)	Ruzizi	-3.05	29.16666667	A2	buffalo	1949	39
268	Amblyomma cohaerens	DR Congo (former Zaire)	Rwindi	-0.733333333	29.3	A1	"Syncerus nanus, Syncerus caffer"	1938	39
269	Amblyomma cohaerens	DR Congo (former Zaire)	Semliki Plain	-0.5	29.5	A2	not recorded	1926	39
270	Amblyomma cohaerens	DR Congo (former Zaire)	Semliki Plains near S shore of Lk Albert	1.666666667	31	A1	Syncerus caffer	1911	360
271	Amblyomma cohaerens	DR Congo (former Zaire)	Tshuapa [administrative region]	-0.216666667	20.86666667	G3	not individually recorded	before 1962	193
272	Amblyomma cohaerens	DR Congo (former Zaire)	Ubangi	3.25	19.76666667	G3	not individually recorded	before 1962	193
273	Amblyomma cohaerens	DR Congo (former Zaire)	Vitshumbi	-0.683333333	29.41666667	A1	buffalo	before 1966	39
274	Amblyomma compressum	Angola	Dundo (Lunda)	-7.383333333	20.83333333	G1	pangolin (Phataginus manis tricuspis)	1959	309
275	Amblyomma compressum	CAR	Bangui	4.366666667	18.58333333	A1	Manis tricuspis (pangolin)	1976	244
276	Amblyomma compressum	CAR	Bitilifondi	5.666666667	26.16666667	A1	Manis giganteus (pangolin)	1976	244
277	Amblyomma compressum	Ivory Coast	Abadjin-Koute	5.333333333	-4.15	G1	Manis tricuspis	1961	300
278	Amblyomma compressum	Ivory Coast	Adiopodoume (Adiapo-Doume)	5.333333333	-4.116666667	G1	"Manis tricuspis, Manis longicaudata"	"1952, 1954, 1957"	300
279	Amblyomma compressum	Ivory Coast	Adzope	6.1	-3.866666667	G1	Manis longicaudata	before 1956	300
280	Amblyomma compressum	Ivory Coast	Assakra	6.4	-4.9	G1	Manis tricuspis	before 1956	300
281	Amblyomma compressum	Ivory Coast	Atinguie	5.466666667	-4.183333333	G1	Manis tricuspis	1961	300
282	Amblyomma compressum	Ivory Coast	Azaguie	5.65	-4.083333333	G1	Manis tricuspis	before 1956	300
283	Amblyomma compressum	Ivory Coast	Banolile	5.733333333	-5.583333333	G1	Manis tricuspis	1961	300
284	Amblyomma compressum	Ivory Coast	Bouake	7.683333333	-5.033333333	G1	Manis tricuspis	before 1956	300
285	Amblyomma compressum	Ivory Coast	Divo	5.833333333	-5.366666667	G1	Manis tricuspis	"1955, 1956"	300
286	Amblyomma compressum	Ivory Coast	Duekoke (Duekoue)	6.75	-7.35	G1	Manis tricuspis	before 1956	300
287	Amblyomma compressum	Ivory Coast	Gagnoa	6.133333333	-5.933333333	G1	"Manis tricuspis, Manis longicaudatus"	1955	300
288	Amblyomma compressum	Ivory Coast	Korhogo	9.45	-5.633333333	G1	Manis tricuspis	1936	300
289	Amblyomma compressum	Ivory Coast	Man	7.4	-7.55	G1	Manis longicaudata	before 1956	300
290	Amblyomma compressum	Ivory Coast	Nzida	5.266666667	-4.966666667	G1	Manis tricuspis	before 1956	300
291	Amblyomma compressum	Ivory Coast	Tai	5.866666667	-7.45	G1	"Turacus persa, Manis longicaudatus"	1955	300
292	Amblyomma compressum	Ivory Coast	Toupa	5.316666667	-4.566666667	G1	"Manis longicaudata, Manis tricuspis"	before 1956	300
293	Amblyomma compressum	Ivory Coast	Yapo	5.8	-4.133333333	G1	"Manis tricuspis, Manis longicaudata"	1946	300
294	Amblyomma compressum	Uganda	Entebbe	0.066666667	31.53333333	A1	pangolin	"1932, 1934"	360
295	Amblyomma compressum	Uganda	"Mabira Forest, Ankole Kingdom"	0.5	31.08333333	A1	pangolin	1934	360
296	Amblyomma compressum	DR Congo (former Zaire)	Avakubi	1.316666667	26.45	A1	pangolin	1912	360
297	Amblyomma cuneatum	Cameroon	Amban	2.383333333	11.28333333	G1	not individually recorded	before 1962	193
298	Amblyomma cuneatum	Cameroon	Bibundi	4.216666667	8.983333333	G1	not individually recorded	before 1962	193
299	Amblyomma cuneatum	Cameroon	Bipindi	3.083333333	10.41666667	G1	not individually recorded	before 1962	193
300	Amblyomma cuneatum	Cameroon	Ebogho	4.35	11.41666667	G1	not individually recorded	before 1962	193
301	Amblyomma cuneatum	Cameroon	Kribi	2.95	9.916666667	G1	not individually recorded	before 1962	193
302	Amblyomma cuneatum	Cameroon	Lolodorf	3.233333333	10.73333333	G1	not individually recorded	before 1962	193
303	Amblyomma cuneatum	Cameroon	Lomie	3.166666667	13.61666667	G1	not individually recorded	before 1962	193
304	Amblyomma cuneatum	Cameroon	Mamfe	5.766666667	9.283333333	G1	not individually recorded	before 1962	193
305	Amblyomma cuneatum	Cameroon	Sangmelima	2.933333333	11.98333333	G1	not individually recorded	before 1962	193
306	Amblyomma cuneatum	Cameroon	Yaounde	-4.166666667	11.53333333	G1	not individually recorded	before 1962	193
307	Amblyomma cuneatum	Cameroon	Yokadouma	3.516666667	15.05	G1	not individually recorded	before 1962	193
308	Amblyomma cuneatum	Ivory Coast	Abadjin-Koute	5.333333333	-4.15	G1	not individually recorded	before 1962	193
309	Amblyomma cuneatum	Ivory Coast	Abidjan	5.316666667	-4.033333333	G1	not individually recorded	before 1962	193
310	Amblyomma cuneatum	Ivory Coast	Adiopodoume (Adiapo-Doume)	5.333333333	-4.116666667	G1	not individually recorded	before 1962	193
311	Amblyomma cuneatum	Ivory Coast	Adjame	5.333333333	-4.033333333	G1	not individually recorded	before 1962	193
312	Amblyomma cuneatum	Ivory Coast	Adzope	6.1	-3.866666667	G1	not individually recorded	before 1962	193
313	Amblyomma cuneatum	Ivory Coast	Assakra	6.4	-4.9	G1	not individually recorded	before 1962	193
314	Amblyomma cuneatum	Ivory Coast	Azaguie	5.65	-4.083333333	G1	not individually recorded	before 1962	193
315	Amblyomma cuneatum	Ivory Coast	Divo	5.833333333	-5.366666667	G1	not individually recorded	before 1962	193
316	Amblyomma cuneatum	Ivory Coast	Gagnoa	6.133333333	-5.933333333	G1	not individually recorded	before 1962	193
317	Amblyomma cuneatum	Ivory Coast	Korhogo	9.45	-5.633333333	G1	not individually recorded	before 1962	193
318	Amblyomma cuneatum	Ivory Coast	Koukoue (=Kokoue)	6.783333333	-5.1	G2	not individually recorded	before 1962	193
319	Amblyomma cuneatum	Ivory Coast	Man	7.4	-7.55	G1	not individually recorded	before 1962	193
320	Amblyomma cuneatum	Ivory Coast	Neangon-Lokowa (=Niangon-Lokoa)	5.3	-4.1	G1	not individually recorded	before 1962	193
321	Amblyomma cuneatum	Ivory Coast	Nzida	5.266666667	-4.966666667	G1	not individually recorded	before 1962	193
322	Amblyomma cuneatum	Ivory Coast	Tai	5.866666667	-7.45	G1	not individually recorded	before 1962	193
323	Amblyomma cuneatum	Ivory Coast	Toupa	5.316666667	-4.566666667	G1	not individually recorded	before 1962	193
324	Amblyomma cuneatum	Ivory Coast	Yapo	5.8	-4.133333333	G1	not individually recorded	before 1962	193
325	Amblyomma cuneatum	Liberia	Freemantown	6.3	-9.016666667	G1	not individually recorded	before 1962	193
326	Amblyomma cuneatum	Liberia	Harbel	6.266666667	-10.35	G1	not individually recorded	before 1962	193
327	Amblyomma cuneatum	Liberia	Voinjama	8.416666667	-9.75	G1	not individually recorded	before 1962	193
328	Amblyomma cuneatum	Nigeria	Ibadan	7.383333333	3.9	G1	not individually recorded	before 1962	193
329	Amblyomma cuneatum	Uganda	Buganda	0.5	32	G3	not individually recorded	before 1962	193
330	Amblyomma cuneatum	Uganda	"Bwamba Forest, Toro (Toro game reserve coords)"	1.083333333	30.41666667	G3	not individually recorded	before 1962	193
331	Amblyomma cuneatum	DR Congo (former Zaire)	Akenge	2.933333333	26.83333333	G1	Hylochoerus meinertzhageni ituriensis	"1913, 1926-1927"	"11, 12, 39"
332	Amblyomma cuneatum	DR Congo (former Zaire)	Avakubi	1.316666667	27.55	G1	Manis tricuspis (pangolin)	"1912, 1926-1927"	"12, 39"
333	Amblyomma cuneatum	DR Congo (former Zaire)	Bokuma	-0.116666667	18.66666667	A1	not recorded	1954	39
334	Amblyomma cuneatum	DR Congo (former Zaire)	Eala	0.033333333	18.33333333	A1	"Manis tricuspis, Varanus niloticus"	1932	39
335	Amblyomma cuneatum	DR Congo (former Zaire)	Epulu	1.383333333	28.5	A1	Manis tricuspis	1956	39
336	Amblyomma cuneatum	DR Congo (former Zaire)	Flandria	-0.383333333	19.08333333	A1	not recorded	1931	39
337	Amblyomma cuneatum	DR Congo (former Zaire)	Ibembo	2.633333333	23.63333333	A1	Manis tricuspis	1950	39
338	Amblyomma cuneatum	DR Congo (former Zaire)	Irangi	-1.916666667	28.11666667	A1	Manis tricuspis	1956	39
339	Amblyomma cuneatum	DR Congo (former Zaire)	Kalehe	-2.083333333	28.91666667	A1	Manis gigantica	1961	39
340	Amblyomma cuneatum	DR Congo (former Zaire)	Koni	-10.7	27.25	A1	Manis tricuspis	1929	39
341	Amblyomma cuneatum	DR Congo (former Zaire)	Kotili River	3.25	24.5	A2	Manis tricuspis	1924	39
342	Amblyomma cuneatum	DR Congo (former Zaire)	Leopoldville (=Kinshasa)	-4.3	15.3	G1	not individually recorded	before 1962	193
343	Amblyomma cuneatum	DR Congo (former Zaire)	Luebo	-5.35	21.41666667	A1	Manis sp.	1921	39
344	Amblyomma cuneatum	DR Congo (former Zaire)	Lukolela	-1.25	17.16666667	A1	Manis sp.	before 1966	39
345	Amblyomma cuneatum	DR Congo (former Zaire)	Lwiro	-2.35	28.88333333	A1	"pangolin, manis tricuspis"	"1957, 1960"	39
346	Amblyomma cuneatum	DR Congo (former Zaire)	Mwene	-8.466666667	22.13333333	A1	Manis sp.	1934	39
347	Amblyomma cuneatum	DR Congo (former Zaire)	Panga (River Aruwimi)	1.133333333	26.4	A1	Manis sp.	"1925, 1927"	39
348	Amblyomma cuneatum	DR Congo (former Zaire)	Stanleyville	0.5	25.25	A1	not recorded	1930	39
349	Amblyomma cuneatum	DR Congo (former Zaire)	"Uele, Kibali-Ituri"	4.15	22.43333333	G2	not individually recorded	before 1962	193
350	Amblyomma cuneatum	DR Congo (former Zaire)	Vankerckhovenville	3.283333333	29.43333333	A1	not recorded	1927	12
351	Amblyomma eberneum	Eritrea	Agordat (Akordat)	15.51666667	37.91666667	M1	not recorded	before 1934	272
352	Amblyomma eberneum	Ethiopia	Alemaya	9.383333333	41.93333333	G1	not individually recorded	before 1962	193
353	Amblyomma eberneum	Kenya	Garissa	-0.466666667	39.63333333	G1	not individually recorded	before 1974	203
354	Amblyomma eberneum	Kenya	Giaki	0.033333333	37.76666667	G1	not individually recorded	before 1974	203
355	Amblyomma eberneum	Kenya	Isiolo	0.35	37.58333333	G1	not individually recorded	before 1974	203
356	Amblyomma eberneum	Kenya	Jadini (hotel)	-4.316666667	39.56666667	G1	not individually recorded	before 1974	203
357	Amblyomma eberneum	Kenya	Kiago	-0.033333333	37.88333333	G3	not individually recorded	before 1974	203
358	Amblyomma eberneum	Kenya	Lungalunga	-4.55	39.11666667	G1	not individually recorded	before 1974	203
359	Amblyomma eberneum	Kenya	Mara River	-1.216666667	35.03333333	G2	not individually recorded	before 1962	193
360	Amblyomma eberneum	Kenya	Mikinduri	0.116666667	37.83333333	G1	not individually recorded	before 1974	203
361	Amblyomma eberneum	Kenya	Narok District near Mara River	-1.5	34.91666667	A1	not individually recorded	before 1974	203
362	Amblyomma eberneum	Kenya	"on Mt. Kenya, unspecified point"	-0.166666667	37.33333333	G3	not individually recorded	before 1974	203
363	Amblyomma eberneum	Kenya	Shimba Hills	-4.216666667	38.41666667	G1	not individually recorded	before 1974	203
364	Amblyomma eberneum	Kenya	Tana River	-2.533333333	40.51666667	G2	not individually recorded	before 1974	203
365	Amblyomma eberneum	Mozambique	"Chai-chai, Lourenco Marques (=Xai-Xai)"	-25.06666667	33.65	G1	not individually recorded	before 1962	193
366	Amblyomma eberneum	Mozambique	Chimoio (Manica e Sofala)	-19	33.5	G3	not individually recorded	before 1952	304
367	Amblyomma eberneum	Mozambique	Gaza (Sul do Save)	-23.5	33	G3	not individually recorded	before 1952	304
368	Amblyomma eberneum	Mozambique	Mossurize	-21	33	G3	not individually recorded	before 1952	304
369	Amblyomma eberneum	Mozambique	"Mungari, Manica e Sofala"	-19.18333333	34.45	G1	not individually recorded	before 1962	193
370	Amblyomma eberneum	Somalia 'ed Oltra Giuba'	Dafet	4.633333333	46.76666667	G1	not recorded	before 1934	272
371	Amblyomma eberneum	Somalia 'ed Oltra Giuba'	Dugiuma	1.25	42.56666667	G1	not recorded	before 1934	272
372	Amblyomma eberneum	Somalia 'ed Oltra Giuba'	Golonle (Goloonle)	2.816666667	43.88333333	G1	not recorded	before 1934	272
373	Amblyomma eberneum	Somalia 'ed Oltra Giuba'	Matagoi	1.983333333	43.13333333	G1	not recorded	before 1934	272
374	Amblyomma eberneum	Somalia 'ed Oltra Giuba'	Mogadiscio	2.066666667	45.36666667	G1	not recorded	before 1934	272
375	Amblyomma eberneum	Tanzania	Amani	-5.1	37.36666667	A1	not recorded	1912	360
376	Amblyomma eberneum	Tanzania	"Amani, Tanga"	-5.05	38.61666667	A1	not individually recorded	before 1962	193
377	Amblyomma eberneum	Tanzania	"Buru Mts., Pare (Pare Mts. coords)"	-4	37.75	G3	not individually recorded	before 1962	193
378	Amblyomma eberneum	Tanzania	Igota	-8.45	36.45	A1	Syncerus caffer (buffalo)	1952-1964	224
379	Amblyomma eberneum	Tanzania	Irangi	-8.8	35.65	G1	not individually recorded	before 1962	193
380	Amblyomma eberneum	Tanzania	Kikoboga	-7.283333333	37.13333333	A1	Syncerus caffer (buffalo)	1952-1964	224
381	Amblyomma eberneum	Tanzania	Kilosa	-6.833333333	36.98333333	G1	not individually recorded	before 1962	193
382	Amblyomma eberneum	Tanzania	Kondoa	-4.9	35.78333333	G1	not individually recorded	before 1962	193
383	Amblyomma eberneum	Tanzania	Merera	-8.533333333	35.91666667	A1	Syncerus caffer (buffalo)	1952-1964	224
384	Amblyomma eberneum	Tanzania	Mzundu	-5.5	38.26666667	A1	not individually recorded	before 1962	193
385	Amblyomma eberneum	Tanzania	"Peter's Ranch, Ruvu"	-6.9	38.7	A1	Syncerus caffer (buffalo)	1952-1964	224
386	Amblyomma eberneum	Tanzania	"Sadani, Bagomoyo"	-5.2	39.06666667	G1	not individually recorded	before 1962	193
387	Amblyomma eberneum	Uganda	Magora	1.5	33.5	A1	not recorded	1908-1909	20
388	Amblyomma eberneum	DR Congo (former Zaire)	Kamina	-8.7	25	A1	cattle	before 1966	39
389	Amblyomma eberneum	DR Congo (former Zaire)	Kongolo	-5.433333333	24.86666667	A1	buffalo	"1927, 1930"	12
390	Amblyomma eberneum	Zimbabwe	"Haroni River, Melsetter (Chimanimani)"	-19.85	32.8	G2	not individually recorded	before 1962	193
391	Amblyomma falsomarmoreum	Ethiopia	Dire Dawa	9.583333333	41.86666667	G1	not individually recorded	before 1962	193
392	Amblyomma falsomarmoreum	Kenya	Amboseli	-2.5	37	G2	not individually recorded	before 1974	203
393	Amblyomma falsomarmoreum	Kenya	Kampi ya Samaki	0.6	36.01666667	G1	not individually recorded	before 1974	203
394	Amblyomma falsomarmoreum	Kenya	Kiboko	-2.183333333	37.71666667	G1	not individually recorded	before 1974	203
395	Amblyomma falsomarmoreum	Kenya	Mt. Marsabit	2.283333333	37.95	G2	not individually recorded	before 1974	203
396	Amblyomma falsomarmoreum	Kenya	Mt. Mbololo	-3.283333333	38.46666667	G2	not individually recorded	before 1974	203
397	Amblyomma falsomarmoreum	Kenya	Rongai	-0.166666667	35.85	G1	not individually recorded	before 1974	203
398	Amblyomma falsomarmoreum	Kenya	Simba	-2.166666667	37.6	G1	not individually recorded	before 1974	203
399	Amblyomma falsomarmoreum	Kenya	Tambach	0.6	35.51666667	G1	not individually recorded	before 1974	203
400	Amblyomma falsomarmoreum	Kenya	Voi	-3.383333333	38.56666667	G1	not individually recorded	before 1962	193
401	Amblyomma falsomarmoreum	Somalia	Afgoi	2.15	45.11666667	G1	not individually recorded	before 1962	193
402	Amblyomma falsomarmoreum	Somalia	Balad	8.166666667	46.91666667	G1	not individually recorded	before 1962	193
403	Amblyomma falsomarmoreum	Somalia	Brava	1.1	44.05	G1	not individually recorded	before 1962	193
404	Amblyomma falsomarmoreum	Somalia	Burao (=Burco)	9.516666667	45.53333333	G1	not individually recorded	before 1962	193
405	Amblyomma falsomarmoreum	Somalia	Caschei (=Kaskey)	0.916666667	42.6	G1	not individually recorded	before 1962	193
406	Amblyomma falsomarmoreum	Somalia	Gueldessa (=Gueldeso)	3.366666667	41.85	G1	not individually recorded	before 1962	193
407	Amblyomma falsomarmoreum	Somalia	"Migiurtinia (=Bari, Gobolka)"	10	50	G3	not individually recorded	before 1962	193
408	Amblyomma falsomarmoreum	Somalia	Mogadiscio	2.066666667	45.36666667	G1	not individually recorded	before 1962	193
409	Amblyomma falsomarmoreum	Somalia	"Villabruzzi (=Villa Duca Abruzzi, =Jawhar)"	2.766666667	45.51666667	G1	not individually recorded	before 1962	193
410	Amblyomma falsomarmoreum	Tanzania	Kilimanjaro (town)	-5.383333333	38.05	G1	not individually recorded	before 1962	193
411	Amblyomma falsomarmoreum	Tanzania	near Longido	-2.7	36.66666667	A1	leopard tortoise	1952-1964	224
412	Amblyomma falsomarmoreum	Tanzania	"Temi River flats, Arusha"	-3.483333333	36.71666667	G2	not individually recorded	before 1962	193
413	Amblyomma gemma	Djibouti	Dikkil (Dikhil)	11.1	42.38333333	G1	sheep	1950	237
414	Amblyomma gemma	Ethiopia	Addis Ababa (=Adis Abeba)	9.033333333	38.7	G1	not individually recorded	before 1962	193
415	Amblyomma gemma	Ethiopia	Alemaya	9.383333333	41.93333333	G1	not individually recorded	before 1962	193
416	Amblyomma gemma	Ethiopia	Dagabur (=Degeh Bur)	8.216666667	43.56666667	G1	not individually recorded	before 1962	193
417	Amblyomma gemma	Ethiopia	Dire Dawa	9.583333333	41.86666667	G1	not individually recorded	before 1962	193
418	Amblyomma gemma	Ethiopia	Hargeisa (=Hargisa)	9.283333333	38.93333333	G1	not individually recorded	before 1962	193
419	Amblyomma gemma	Ethiopia	not given	13.4617	39.5512	M2	not individually recorded	1972-1977	150
420	Amblyomma gemma	Ethiopia	not given	11.8114	39.1972	M2	not individually recorded	1972-1977	150
421	Amblyomma gemma	Ethiopia	not given	10.1154	40.0075	M2	not individually recorded	1972-1977	150
422	Amblyomma gemma	Ethiopia	not given	10.2019	40.7096	M2	not individually recorded	1972-1977	150
423	Amblyomma gemma	Ethiopia	not given	9.4936	39.3831	M2	not individually recorded	1972-1977	150
424	Amblyomma gemma	Ethiopia	not given	8.8204	39.1435	M2	not individually recorded	1972-1977	150
425	Amblyomma gemma	Ethiopia	not given	7.5833	39.0789	M2	not individually recorded	1972-1977	150
426	Amblyomma gemma	Ethiopia	not given	5.2411	36.4751	M2	not individually recorded	1972-1977	150
427	Amblyomma gemma	Ethiopia	not given	4.9049	39.6606	M2	not individually recorded	1972-1977	150
428	Amblyomma gemma	Ethiopia	not given	5.1536	37.9538	M2	not individually recorded	1972-1977	150
429	Amblyomma gemma	Ethiopia	not given	9.5783	41.8505	M2	not individually recorded	1972-1977	150
